total_cycles,user_cycles,segments,depth,pure_prove_duration,children_count,parent_count,receipt_size_kb,seal_size_kb,compression_duration,guest_io_read,guest_dependency_check,guest_severity_check,guest_merkle_io_read,guest_merkle_check,comp_name,cid
131072,47244,1,3,182,1,3,0.2587890625,0.1884765625,0,17104,7337,85,11914,1280,scipy,QmZhcY27GSrwXE5FtXz2dKNdjkGuruDuTkGAVKzFpy9FPG
131072,47244,1,3,186,1,3,0.2587890625,0.1884765625,0,17104,7337,85,11914,1280,scipy,QmYzoKqKi7hWZyy9Z7AF826i8JaFXviCjxQ9daP1VJLBa1
65536,27468,1,3,169,0,2,0.2587890625,0.1884765625,0,11321,105,85,6137,443,threadpoolctl,QmXFBpkkkH3fgbGHK7YT4cK5czXM6f2B9DnghFXxbeRnTr
262144,111374,1,2,221,5,1,0.2587890625,0.1884765625,0,39205,36257,85,23340,2938,scikit-learn,QmZwzecGgdCz5zHFPqDd2NFSSuQJNWTT48ggZ9y9yDD3cH
262144,111374,1,2,216,5,1,0.2587890625,0.1884765625,0,39205,36257,85,23340,2938,scikit-learn,QmaM82rgfnw3yPZLZeuvhiweaAbZu9RM1gunp1MULuKsH7
65536,27449,1,5,171,0,1,0.2587890625,0.1884765625,0,11302,105,85,6137,443,networkx,QmXuyjGJQT4ryQdmBD7hWD9smDy1ufBa73CpUAiDE24Vhb
65536,27449,1,5,171,0,1,0.2587890625,0.1884765625,0,11302,105,85,6137,443,networkx,QmZ1NhAKZR7E2B2tfkpK4MUoq1UBJb1Ym36jdPMtqnxzU5
65536,27259,1,6,169,0,3,0.2587890625,0.1884765625,0,11112,105,85,6137,443,nvidia-cublas-cu12,QmYfGttsEHWGjGd89d7fAe2yDAa8yAZ1ygcb895Uz2CCjV
65536,27708,1,5,169,0,1,0.2587890625,0.1884765625,0,11561,105,85,6137,443,nvidia-cuda-cupti-cu12,QmPVh1uWG41DXHif5a1TQJ5F9YgaAPAxQkE4UxVqGX3xy3
65536,27708,1,5,214,0,1,0.2587890625,0.1884765625,0,11561,105,85,6137,443,nvidia-cuda-nvrtc-cu12,QmPpYoVGNvGPgxoxUcyX75tzoKNmujmFXsgjGDf7ZqyuJA
65536,27504,1,5,177,0,1,0.2587890625,0.1884765625,0,11357,105,85,6137,443,nvidia-cuda-runtime-cu12,QmQxADkgs5mfAXpm32JNZc5PFDDAzGXLRFsadDZbJdgpVn
131072,47055,1,5,192,1,1,0.2587890625,0.1884765625,0,16902,7350,85,11914,1280,nvidia-cudnn-cu12,QmTsttYiF9YBLd3vkPBg6qmMAhoAz2y45HjYchAKQiVhmB
65536,27698,1,7,208,0,4,0.2587890625,0.1884765625,0,11551,105,85,6137,443,nvidia-nvjitlink-cu12,Qmc8pPHDEtMaNnSePqzcF7AGU2StCnjNV65ampH9R2r7Dp
131072,47055,1,5,194,1,1,0.2587890625,0.1884765625,0,16902,7350,85,11914,1280,nvidia-cufft-cu12,QmUXeGLtjvyU1krsUkwRJU8bArcHm9RiBkEunxwYG2FDpj
65536,27259,1,5,210,0,1,0.2587890625,0.1884765625,0,11112,105,85,6137,443,nvidia-cufile-cu12,QmU3zMBZHTn73xzcxCpvhouocWrEyjc8aUDvzNc2q8tobY
65536,27655,1,5,211,0,1,0.2587890625,0.1884765625,0,11508,105,85,6137,443,nvidia-curand-cu12,Qmatrs6mHWEVSaSMGyKvhkEC1maVP4VV5ufoMLHi3QJaSS
131072,47074,1,6,182,1,2,0.2587890625,0.1884765625,0,16934,7337,85,11914,1280,nvidia-cusparse-cu12,QmW1QxK8CvK64mSaeys9XL9hC6NBw9mrq5M7mC9MFfUgX1
131072,79217,1,5,203,3,1,0.2587890625,0.1884765625,0,28066,21797,85,17627,2109,nvidia-cusolver-cu12,QmP7wLF3R9Vj1X6UFKc2SMcrNrxwNBNmRRVem31RdmYSTD
65536,27688,1,5,171,0,1,0.2587890625,0.1884765625,0,11541,105,85,6137,443,nvidia-cusparselt-cu12,Qmdew9TmWCSa3bSJHLvFKEw6pL7o5ya8Rpi2TM9B6AzhnQ
65536,27284,1,5,170,0,1,0.2587890625,0.1884765625,0,11137,105,85,6137,443,nvidia-nccl-cu12,QmTkNjtFJZwF5As1EZiToPhHMnmko3A2aJzx5XZTFhqx7w
65536,27486,1,5,172,0,1,0.2587890625,0.1884765625,0,11339,105,85,6137,443,nvidia-nvtx-cu12,QmYpBdr1CMQbAvDBDnS4gwySFscFEhbmeeNfigPJiZrRZz
131072,47244,1,5,187,1,1,0.2587890625,0.1884765625,0,17104,7337,85,11914,1280,triton,QmQMkz45L1Jic3hVFhy6XSu4qWAZkP8HDEL1TdcYuc71oW
524288,355077,1,4,352,23,3,0.2587890625,0.1884765625,0,139353,166696,85,34766,4596,torch,QmbvS7G36ZMTQHjGuDZvo2dFmR3856k7oA4D1E8cwGGVWT
65536,27673,1,4,169,0,2,0.2587890625,0.1884765625,0,11526,105,85,6137,443,safetensors,QmXyAYY8pxV8wxzviHp673R2nqyZpRtx76qBwkCf1nBPDj
262144,137148,1,3,278,7,1,0.2587890625,0.1884765625,0,50519,50717,85,23340,2938,accelerate,QmehDYiAMxwRDEMRwJBhz8dYr1UsazHATT4ncTf9F2hgBt
262144,207273,1,2,277,12,1,0.2587890625,0.1884765625,0,77952,86867,85,29053,3767,transformers,QmRWEkufuhUc92VhxYwufQxQDvyjBbkrg127Lj92DpeQRx
262144,182020,1,1,255,10,1,0.2587890625,0.1884765625,0,67029,72537,85,29053,3767,sentence-transformers,QmQ4PdCtrmGQKe1WhxoAyqkUTrDS8c8oftVjR4E4kjzi1m
65536,27663,1,2,173,0,1,0.2587890625,0.1884765625,0,11516,105,85,6137,443,cheap-repr,QmaxCYeKKn1KyXcs7NueJgbfJ1NUWGNxcEmquyy9KZ9ELR
262144,98574,1,1,209,4,1,0.2587890625,0.1884765625,0,33599,29079,85,23340,2938,snoop,Qmb7NmittoSEqh37AqPrL1p1AeEPRQNm5DPH6GBtHuCDaE
65536,27495,1,1,171,0,1,0.2587890625,0.1884765625,0,11348,105,85,6137,443,types-pyyaml,QmTiXRCV378Kg3RyGg8tD5eDLVuMM1WUezcpx8ivy4Ebou
65536,27503,1,4,174,0,1,0.2587890625,0.1884765625,0,11356,105,85,6137,443,types-setuptools,QmdcbYebanuJAwBHeQc9pN3NoKuzPbFD3jmAhvWxPKuu61
131072,47289,1,3,189,1,1,0.2587890625,0.1884765625,0,17149,7337,85,11914,1280,types-cffi,QmcNSsTRKekfuTpm2mx4NKf62MaA7GZxWLaUbQQYmLCSB5
131072,66463,1,2,195,2,1,0.2587890625,0.1884765625,0,22542,14567,85,17627,2109,types-pyopenssl,QmQ3bsSNqGpKad88fkJBZUHJXqdon8ySUDXLB8G4xgwou7
131072,66636,1,1,199,2,1,0.2587890625,0.1884765625,0,22715,14567,85,17627,2109,types-redis,QmcvzW6KYYq78kcjFrMz7iMzpSJC7T83EnmP4et8TxNuxo
65536,27674,1,2,176,0,1,0.2587890625,0.1884765625,0,11527,105,85,6137,443,simsimd,QmZ2T1Nd1TofzLZLfb1HsFB5CqgSL3cpVKsmmAQdVB7LhF
131072,79407,1,1,243,3,1,0.2587890625,0.1884765625,0,28256,21797,85,17627,2109,usearch,QmUhzadJxDAAktM6bcnbqyJ7QfHkNmRAzv6fCSoZoggGPf
131072,47254,1,2,184,1,1,0.2587890625,0.1884765625,0,17114,7337,85,11914,1280,authlib,QmdeA4tJG16bLYWyNxseHd2GktGVJhaUHPcGcfR4mwLqfv
65536,27673,1,2,178,0,1,0.2587890625,0.1884765625,0,11526,105,85,6137,443,validators,QmUxkZDNw7fPuFV3qtWzc9YWwgLS4VFPtvuPAspupWdsVE
262144,137166,1,1,234,7,1,0.2587890625,0.1884765625,0,50537,50717,85,23340,2938,weaviate-client,QmWMBfGh5GLtwaJsAnDQbRXXHwKpzaNjfmNVnSppCx2r98
1048576,681833,1,0,575,48,0,0.2587890625,0.1884765625,0,278492,347771,85,40479,5425,semantic-kernel,QmU3Zh5cBLP7JGu9MgchYRxwpdjHaxhjBYgJDEmdkPpu5S
