total_cycles,user_cycles,depth,verify_duration,children_count,parent_count,descendants_count,receipt_size_kb,seal_size_kb,comp_name,cid
131072,47582,2,77,1,1,1,218.056640625,217.986328125,pymongo,QmTqHa3JXToyZjQMs51SKEpdADqyZpQ1FTG7PkaaxHMxkG
131072,47372,1,77,1,1,2,218.056640625,217.986328125,motor,QmY6fbomCFSqq8nJkv99Ft2TmYba2zeNCyxH1Pi6z5rWpw
65536,27769,2,77,0,1,0,216.087890625,216.017578125,librt,QmVU9XMSLAVZeUfS7mABcZfgfCkaxARvE7tHPEVEqduM33
262144,111460,1,77,5,1,5,218.056640625,217.986328125,mypy,QmNP64Xk8rewCacyFfg59QarVgaZadn6EPq5kwoDCnTjTM
65536,27809,4,78,0,2,0,216.087890625,216.017578125,webencodings,QmYvd4GwzCm9Q1yYqDu2fQkXncwUzcszmderqE77dNy5iv
131072,47357,3,78,1,1,1,218.056640625,217.986328125,tinycss2,QmWGo7sE2ShjoY9mfz3yk6T9zwDDNw8xcHULHgMj9WDgUj
131072,66909,2,78,2,1,2,218.056640625,217.986328125,bleach,QmWBvPL1B53jyZgzuM4iu6JYYEPmU4pRKmsVcYKwSzqsxQ
65536,27981,2,79,0,1,0,216.087890625,216.017578125,defusedxml,QmZuxzMLF3Y6vDyifBAuKeJjXMzBDg8x7HbpHgfZBhgquf
65536,28007,2,77,0,1,0,216.087890625,216.017578125,jupyterlab-pygments,QmU2CHyRvTjbMykYuoCQDvfHwiide4DMY3S2UMUfGq6i1w
131072,47572,2,77,1,1,1,218.056640625,217.986328125,mistune,QmTXz5yfE3YDpfe8b33zw6uYd99fjAgNyKJT92YDmW51UV
65536,27999,4,77,0,1,0,216.087890625,216.017578125,fastjsonschema,QmQuuEiYScoSWjf2BSZaBVFiMRJJJeNTjJVN15C6ZJMFg1
262144,98657,3,77,4,2,10,218.056640625,217.986328125,nbformat,QmRariMxQzYDtuLLBX4CY89G5oWwxTFf1zsH4bBnQmiN5i
262144,98657,2,77,4,1,18,218.056640625,217.986328125,nbclient,QmPhGY1XgTVpHypJyEXzktwTk4MkWj3Kq3K2eSF7To4DKn
65536,27786,2,77,0,1,0,216.087890625,216.017578125,pandocfilters,QmRTkXnCPq9RewQmiJtSJCTzGxouxXGJN3Ype348zASWmX
524288,233586,1,77,14,1,32,218.056640625,217.986328125,nbconvert,QmWg71kfbXHUFHfAq1s9FhWddMoUmnhNxfMYH9fzCjnhdB
131072,66909,1,77,2,1,15,218.056640625,217.986328125,ollama,QmRuFU1cedScKYSUiTJqNQsqXjNPukZVMPc8nW6jqxtDGZ
131072,66758,1,77,2,1,10,218.056640625,217.986328125,onnxruntime-genai,QmYrSpzirVjGiGZGsTQbzLTVNmvnvpfR7LXkn3LYGg8vAW
65536,27767,4,78,0,1,0,216.087890625,216.017578125,pathable,QmP9nQUhVVUqDqXrZm9ntxx3oC1G5ky55qiThEcj55enLj
262144,99070,3,77,4,2,11,218.056640625,217.986328125,jsonschema-path,QmR8rs71RneRxeACGqtC8j6GPy8gWnVwHbHtHXp6SMvyeb
65536,27999,2,77,0,1,0,216.087890625,216.017578125,more-itertools,QmaJNqR5Jy9MBNEhAeDsgM6LaN91cA7mQyFskv91Ux2BV9
131072,47398,4,77,1,1,1,218.056640625,217.986328125,rfc3339-validator,QmbBByXmBkbtkMHr4eekCCWYD9qDbotDo8Zrh1zqyPcs7s
131072,79534,3,77,3,2,8,218.056640625,217.986328125,openapi-schema-validator,QmaDkp8Sfo9eM6MNZWLiyqo1PwFQGihT84FTZjYHdbjrdi
65536,27997,3,77,0,1,0,216.087890625,216.017578125,lazy-object-proxy,QmWTeqdKjwGiTyR4PgJDEfJRvgWUuyTXVVNb3PmzgN9Pox
262144,99077,2,77,4,1,18,218.056640625,217.986328125,openapi-spec-validator,Qmew4ijWwhiVu6KL2g8Ws3Cx18yRCVGQtLqSszaMqkXPyc
65536,27972,2,76,0,1,0,216.087890625,216.017578125,parse,QmZWPiSUJ3Kp4R8bPXgrRTeAk9Hgw4ZdPkBg9xzi4RMnDx
131072,47357,2,77,1,1,1,218.056640625,217.986328125,werkzeug,QmRN8GCc4D2KBbR3mxVfKMrytVXHHMVdi3uwKMUErzUge3
262144,156407,1,77,8,1,24,218.056640625,217.986328125,openapi-core,QmeNXD6eD8RKbh1bNPRzRXvxJtvTmWM9D1649fjdciYUAb
131072,66704,1,77,2,1,4,218.056640625,217.986328125,oracledb,QmNxFK2s7aLZS4oUPSikuxotsdJedqcnU6CAux6gVk8Tyk
