cycle,depth,pure_proving_duration,children_count,receipt_size_kb,seal_size_kb,compression_duration
65536,4,10395,0,216.087890625,216.017578125,0
131072,3,19573,1,454.671875,454.6015625,0
65536,3,10609,0,216.087890625,216.017578125,0
65536,3,10596,0,216.087890625,216.017578125,0
131072,4,20426,1,454.671875,454.6015625,0
131072,3,20563,3,1125.423828125,1125.353515625,0
65536,3,10421,0,216.087890625,216.017578125,0
65536,3,10424,0,216.087890625,216.017578125,0
65536,3,11399,0,216.087890625,216.017578125,0
131072,3,20150,1,454.671875,454.6015625,0
524288,2,77618,23,7572.734375,7572.6640625,0
65536,4,10680,0,216.087890625,216.017578125,0
262144,3,43198,7,12018.7265625,12018.65625,0
262144,2,49338,12,29176.693359375,29176.623046875,0
262144,1,54240,10,45526.38671875,45526.31640625,0
65536,2,10429,0,216.087890625,216.017578125,0
262144,1,39080,4,1114.361328125,1114.291015625,0
65536,1,10632,0,216.087890625,216.017578125,0
65536,4,11062,0,216.087890625,216.017578125,0
131072,3,20951,1,454.671875,454.6015625,0
131072,2,20436,2,1602.591796875,1602.521484375,0
131072,1,20886,2,2750.51171875,2750.44140625,0
65536,2,10923,0,216.087890625,216.017578125,0
131072,1,21015,3,1125.423828125,1125.353515625,0
131072,2,20513,1,1147.923828125,1147.853515625,0
65536,2,10506,0,216.087890625,216.017578125,0
262144,1,41881,7,7480.087890625,7480.017578125,0
1048576,0,272082,48,396527.8359375,396527.765625,0
