cycle,depth,pure_prove_duration,children_count,parent_count,receipt_size_kb,seal_size_kb,compression_duration,comp_name,cid
131072,4,21802,3,1,5001.3515625,5001.28125,0,@aws-crypto/crc32c,QmP6rQ9icmb9xFtMca9x3esSomMEsB4Sf8tzy3SPC7KdnW
131072,4,21529,3,1,1364.0078125,1363.9375,0,@aws-sdk/crc64-nvme,QmPRmPovHHW4VakofttnbZUCLBT6ySuF3VeVLeNQVgHKuF
262144,3,52745,10,1,43910.712890625,43910.642578125,0,@aws-sdk/middleware-flexible-checksums,QmUhvvbSY27M4CNNiDyTKasizmL2AF3J6kaCegPMk8bdQZ
262144,3,39515,4,1,2739.44921875,2739.37890625,0,@aws-sdk/middleware-location-constraint,QmNLouKPzgf2cPTxoLPy7p74YhZMEkyQFLPTevxWYXa2jy
262144,3,50489,7,1,39853.013671875,39852.943359375,0,@aws-sdk/middleware-sdk-s3,QmWNUhmmr25SPJWp8aTPVuiSEv6iVt5CKpHwzBxWjoQ4vp
262144,3,39469,4,1,2739.44921875,2739.37890625,0,@aws-sdk/middleware-ssec,QmWgni5DYgXT8tfzsgCPPRtTQ7rG8bQTkjUtz41uKrpHCX
524288,2,464689,20,5,1320804.23828125,1320804.16796875,0,@aws-sdk/client-s3,QmSaUfGnQaQ4FGx7Gm7qEXRbChDp6uKfKJDEowZoRCcvkt
65536,5,11146,0,1,216.087890625,216.017578125,0,memory-pager,QmQBPqZvuYsVXHiSg8crRNDua6jEURDptv65KJdwpp2QFP
131072,4,22421,1,1,454.671875,454.6015625,0,sparse-bitfield,QmU2QAuKFgfEDJdcExRgKD8ikboxBBGD5oGSYCjJ5SqkvR
131072,3,20872,1,1,693.255859375,693.185546875,0,@mongodb-js/saslprep,QmWEkRHT4PxZEWKhaFTTrm927BTkGcafCqVzKeMtw5VDNy
65536,3,10970,0,1,216.087890625,216.017578125,0,bson,QmcNYveuHc5uKsgmrNzTGzbmjq7UGu4grAupZV4Bhygg3t
65536,5,10275,0,1,216.087890625,216.017578125,0,@types/webidl-conversions,Qmd1uun8iE7uYAdPvSyv8GFX1zmcXdGMRf1SSRwRqpnHs1
131072,4,20740,1,1,454.671875,454.6015625,0,@types/whatwg-url,QmYXb71uXgscJmS1AAkdjSYQ1X12Kz645Ao81XXmLN5FBR
65536,6,10853,0,2,216.087890625,216.017578125,0,punycode,QmZ4jAEXjBbw2spk9wSBuuQ3ChziJVuudJzBVjF7EtQiC2
65536,6,10465,0,2,216.087890625,216.017578125,0,punycode,QmUgKYiiPKWQxQo4VV7Tt1g2xsVvdR16dd5k9Um6SajwRr
131072,5,20580,2,1,670.755859375,670.685546875,0,tr46,QmP3HSHSKiPTQ15tFPzoQqwMZ5cHLS96BtBWtEVhBiHfce
65536,5,10317,0,1,216.087890625,216.017578125,0,webidl-conversions,QmfRTtvcb84oHpP8Vh2SANRNAb5kunCHBed9VpA3obv6d4
131072,4,20850,2,1,1125.423828125,1125.353515625,0,whatwg-url,QmNoboKJW4aBDHSw7G3he4DBafpBf8Ra7CMkfJ9xGMau2r
131072,3,21372,2,1,1818.67578125,1818.60546875,0,mongodb-connection-string-url,QmdhWopBUHy1pNrYPa8qTvvvbvKX8efNrSFcfGgEVTQWFv
131072,2,22016,3,1,2966.595703125,2966.525390625,0,mongodb,QmPTveHGjnmReasieszZwm4FAfpxB6Qrn7XBE9XqE3H2sd
131072,1,407792,2,1,1324009.4140625,1324009.34375,0,release-scripts,QmYSxtHrFT3AUZ8XyXZM4PG2A14CXLiYLUheXjcwuQJGyy
65536,1,10463,0,1,216.087890625,216.017578125,0,release-scripts,Qmee7utzTi6xahsTqXfnjALnhe7fQXsjJ29mdxhUGsG8j2
65536,2,10708,0,3,216.087890625,216.017578125,0,undici,QmS492P3EE1R3Q6TWAiJeeAAgQFgafUJ6axgTgKRrrVxBK
65536,2,11143,0,3,216.087890625,216.017578125,0,undici,Qmba8orP9NdSSa9vWva1NU4ATkDJvhxa53pdvrikVcKoky
131072,1,21328,2,1,670.755859375,670.685546875,0,serverless,QmNgdvGRinmSSdzZVaPRiz46KrjgXWVnMoazvzWnBQHwAG
1048576,0,1001239,36,0,2818835.91015625,2818835.83984375,0,serverless,QmcUYMAdcx4XMEtTbaaYKdeKsxutByxG9p22ra5MGsq45f
